"Спасибо А где можно посмотреть размерный ряд , как расчитать ";simpleTree;"вопросы о товаре"
"Только в красном ***** ";simpleTree;другие
"*** , добрый вечер . Хотелось бы заказать у вас платье , но не нашла номер модели . ТАЛИЯ НА РЕЗИНКЕ спереди два кармана . ПОДСКАЖИТЕ КАК ЛУЧШЕ СДЕЛАТЬ ЗАКАЗ .. Спасибо ";simpleTree;"вопросы о сервисе"
"Спасибо Буду забирать в среду Я в командировке ";simpleTree;другие
"Спасибо ";simpleTree;общеразговорные
"Скажите пожалуйста , делала вам заказ и хотела бы узнать на каком он этапе ? ? ? Спасибо . ";simpleTree;"вопросы о сервисе"
"+ ********** * ***** ";simpleTree;другие
"Хорошо . спасибо за ответы . Жду Ваш товар ";simpleTree;общеразговорные
"Хорошо я подтверждаю заказ из ткани сантори И пожалуйста скажите сколько будет стоить доставка ? ";simpleTree;"вопросы о сервисе"
"А на ваш взгляд , акая лучше в уходе ( не мнется , сохраняет вид и не обесцвечивается при стирке ? ";simpleTree;другие
"Можно сделать все черное с малиновым ****** . А чем отличаются ткани ";simpleTree;другие
"Да **** черный ? Или другой На компьютере не четко Спасибо за ответ ";simpleTree;другие
"ткань сатори ( ** хб / ** полиэстер , плотность **** \ м3 ) Блуза мод ** цена **** руб . Размер ** Брюки мод *** цена ******* . Размер ** , рост ******* . Республика **** город ********* Ул . Советская ** кВ * ******** ***** ******* Оплата на почте . сколько будет стоить доставка ? ? ? Спасибо ";simpleTree;"вопросы о сервисе"
"Оплата каким способом ? По предоплате или на почте при получении ? ";simpleTree;"вопросы о сервисе"
"Сколько примерно будет идти по времени ? ";simpleTree;"вопросы о сервисе"
"Вам спасибо ";simpleTree;общеразговорные
"********** Любовь ********** ";simpleTree;другие
"Оплата при получении ";simpleTree;другие
"Тел ********** * ";simpleTree;другие
"Тюменская область ХМАО г ************* ул Мира ************ ** ";simpleTree;другие
"Хочу его ) ) ";simpleTree;другие
"** р это первый комбез ? ";simpleTree;другие
"А можно его вид сзади ";simpleTree;"вопросы о товаре"
"В зал хожу попа растёт ";simpleTree;другие
"И ** тоже посмотрите ";simpleTree;другие
"Мне нужен ** ";simpleTree;другие
"Интересует именно розовый либо серый , ещё не определись ";simpleTree;другие
"Сейчас посмотрю размерную сетку ";simpleTree;другие
"Сколько по времени занимает сбор ? ";simpleTree;"вопросы о сервисе"
"** р-р самый маленький , они идут размер в размер ? То есть если я ношу ** то можно заказывать ** и не боятся , что будет мал ";simpleTree;"вопросы о товаре"
"Добрый день ! Можно условия заказа ? И вид сзади ";simpleTree;"вопросы о сервисе"
"Доброе время суток ! Можно узнать стоимость костюмов . Можно ли произвести оплату на почте после получения ? Спасибо ";simpleTree;"вопросы о товаре"
"Вы точно правильно написали номер карты ? ";simpleTree;"вопросы о сервисе"
"Оплачивать можно сейчас ? ";simpleTree;"вопросы о сервисе"
"****** Республика **** , Ижемский район , село **** , улица Больничный городок дом ** квартира * . ********** ******* ********** ";simpleTree;другие
"Сейчас напишу ";simpleTree;другие
"Оплачу сразу ! ";simpleTree;другие
"Тогда до **** ) ";simpleTree;другие
"Село **** ";simpleTree;другие
"А Вы откуда отправляете ? Мне нужно примерно прикинуть **** лучше отправить .. Я в отпуск уезжаю . Работаю в **** , а в отпуск в ***** ";simpleTree;"вопросы о сервисе"
"Здравствуйте ! Лучше пусть короткий рукав будет . ";simpleTree;другие
"спасибо , буду ждать ) э ";simpleTree;другие
"да , из плотной и нужен ) ) ";simpleTree;другие
"да , из плотной и нужен ) ) ";simpleTree;другие
"Мне нужен ** р-р , хочу черный ) ";simpleTree;другие
"Здравствуйте ! Скажите пожалуйста как заказать такой костюм ? ";simpleTree;"вопросы о сервисе"
"Да ";simpleTree;другие
"Сабо тогда ** р - р нужны , если есьь в наличии отправляйте вместе с платьем . Можно заказать транспортной компанией СДЕК г . ***** пункт выдачи Запорожцев ********** ************* , наложенным платеж . ";simpleTree;другие
"Платье ** размер , а сабо ** р - р сколько см по стельке ? ";simpleTree;"вопросы о товаре"
"И вот такие тапочки ** размер https://vk.com/photo-45062169_361634409 ";simpleTree;другие
"Добрый вечер . Хочу заказать вот это платье . https://vk.com/albums-45062169?z=photo-45062169_456241109%2Fphotos-45062169 Как подобрать размер ? ";simpleTree;"более 1 категории"
"Добрый вечер . Вы не выслали костюм ? ";simpleTree;"вопросы о сервисе"
"Добрый вечер . Не проходит платеж на сбербанк из ***** . Отправте , пожалуйста , наложенным платежом на почту . ";simpleTree;другие
"Спасибо ";simpleTree;другие
"скажите еще , у вас карта виза / мастер или мир ? ";simpleTree;"вопросы о сервисе"
"Держатель карты ********* ***** *********** ? ";simpleTree;другие
"Ок ";simpleTree;другие
"Напишите , когда оплачивать ";simpleTree;"вопросы о сервисе"
"Ок ";simpleTree;общеразговорные
"****** , Республика **** , г . ***** , ул . ************ , д . **** . * Запорожцев ********** ************* тел . ********** * . Оплата на карту . Я же оплачиваю только рубашку ? Правильно ? ";simpleTree;другие
"Добрый день . ** размер костюма . как оплатить ";simpleTree;"вопросы о сервисе"
"Подскажите только по размеру XL - это ** размер ? ";simpleTree;другие
"Вот этот костюм . ";simpleTree;другие
"https://vk.com/photo-45062169_436710811 ";simpleTree;другие
"****** , напишу ";simpleTree;другие
"Спасибо ";simpleTree;общеразговорные
"А можно брюки , а к еим рубашку с доплатой ? ";simpleTree;"вопросы о товаре"
"Спасибо ";simpleTree;общеразговорные
"Добрый вечер ! Увидела перерозыгрыш сегодня . Так я выграла * место ? Или я что-то не так поняла ? ";simpleTree;другие
"Ок . Спасибо ";simpleTree;общеразговорные
"Когда отправили ? ? ";simpleTree;"вопросы о сервисе"
"Здравствуйте , мой заказ отправили ? ";simpleTree;"вопросы о сервисе"
"Здравствуйте , мой заказ отправили ? ";simpleTree;"вопросы о сервисе"
"Здравствуйте , мой заказ отправили ? ";simpleTree;"вопросы о сервисе"
"Хорошо ";simpleTree;общеразговорные
"Ок спасибо ";simpleTree;общеразговорные
"? ? ";simpleTree;другие
"На рост *** можете сшить ? ";simpleTree;"вопросы о сервисе"
"Аа хорошо ";simpleTree;общеразговорные
"Из плотного материала тогда нету ? ";simpleTree;"вопросы о товаре"
"А это какой материал ? ";simpleTree;"вопросы о товаре"
"**** темно синий ";simpleTree;другие
"* . Размер ** * . Республика **** ( ****** ) Жиганский район , село . ******* , улица ****** дом ** , кв . * Индекс : ****** * . ********* **** *********** * . ********** * ";simpleTree;другие
"Злравствуйте ";simpleTree;другие
"Сей час сложно судить . Я в положении и поправилась прилично . На данный момент не налазят . Но ** это мой добеременный размер и я в последствие намериваюсь в него вернуться ";simpleTree;другие
"Спасибо за подарок ! Я получила ! ";simpleTree;другие
"********** * ";simpleTree;другие
"С наступающим Новым годом ! ! ! ";simpleTree;другие
"Из плотной ";simpleTree;другие
"М *** темно-синий *** ";simpleTree;другие
"Неожиданно ";simpleTree;другие
"Спасибо ! ! ! ";simpleTree;общеразговорные
"Сколько примерное идёт заказ ? ";simpleTree;"вопросы о сервисе"
"Спасибо ";simpleTree;общеразговорные
"Уханова ******* ********** Вологодская область город ********* улица ******** ** индекс ****** номер ********** * за **** р оплачу на почте ";simpleTree;другие
"размер М ";simpleTree;другие
"Можно заказать ? ";simpleTree;"вопросы о сервисе"
"Здравствуйте ! Меня заинтересовал этот товар . Цена эта ? сколько доставка ? ";simpleTree;"более 1 категории"
"Спасибо ";simpleTree;общеразговорные
"Мне удобнее будет заплатить на почте ";simpleTree;другие
"Здравствуйте , я хочу сделать заказ , размер ** ) ) ) мой адрес : **** Шурышкарский р-н , с . Мужи , ул . Уральская ** , индекс ****** ********* **** ************ , телефон ********** * ";simpleTree;другие
"Здравствуйте , как оформить заказ ? мне нужен ** размер из плотной ткани ! ";simpleTree;"вопросы о сервисе"
"Спасибо большое . Блузка пришла . Размер самое то ";simpleTree;общеразговорные
"Спасибо большое . Ни когда не верила в то , что вообще возможно что-то выиграть . И Вас с наступающим . ";simpleTree;общеразговорные
"Московская область , г . ******** , мкр . ******* , ул . Адмирала ******** ***** . ************ ******* ********* ********* ******** . ";simpleTree;другие
"Да , ОК . ";simpleTree;общеразговорные
"***** ";simpleTree;другие
"До Московской области долго идти будет ? ";simpleTree;"вопросы о сервисе"
"Но у меня размер одежды xxs ... все же да , лучше взять с запасом . Давайте ** . ";simpleTree;другие
"** . ";simpleTree;другие
"Спасибо . Можно вот эту ? https://vk.com/market-45062169?w=product-45062169_1691010 ";simpleTree;другие
"Добрый вечер . Случайно открыли , не пропустите ) ";simpleTree;другие
"привет , много неотвеченных заявок висит ";simpleTree;другие
"добрый вечер ) случайно открыли ";simpleTree;другие
"*** ) ) ";simpleTree;другие
"**** , добрый день . Проверьте , пожалуйста , сообщения сообщества , люди уже мне в личные сообщения пишут . ";simpleTree;другие
"*** , привет . там вопрос в комментариях ";simpleTree;другие
"И заявки по одежде есть ";simpleTree;другие
"Там победители розыгрыша будут в Сообщения сообщества отписываться ";simpleTree;другие
"*** , привет ";simpleTree;общеразговорные
"привет ) открыли сучайно ";simpleTree;другие
"Добрый вечер ) случайно открыли ";simpleTree;другие
"Ок ) ";simpleTree;общеразговорные
"**** , у вас все нормально ? Мне уже пишут с претензиями ";simpleTree;общеразговорные
"Привет . Случайно открыли сообщение ";simpleTree;другие
"Аа , супер ) ";simpleTree;общеразговорные
"Привет . Может не заметили ) почему то неотвеченный висит ) ";simpleTree;"вопросы о сервисе"
"Увидела в другом паблике ) ";simpleTree;другие
"Это не у нас ";simpleTree;другие
"Привет ) а разве кто-то ещё заказы у вас принимает ? ";simpleTree;"вопросы о сервисе"
"Предлагаю завтра в ***** тайм выпустить рекламу ) сегодня лучшее время было занято ";simpleTree;"вопросы о сервисе"
"Да не за что ) ";simpleTree;общеразговорные
"Ок ! Вечером сделаем рекламу ";simpleTree;другие
"Да . сразу отдала . жду ** размер ";simpleTree;другие
"хорошо . спасибо ";simpleTree;общеразговорные
"да ";simpleTree;общеразговорные
"оплатить могу на карту . а примерный срок исполнения заказа какой ? ";simpleTree;"вопросы о сервисе"
"город ****** . а стоимость такой доставки какая ? ";simpleTree;"вопросы о сервисе"
"с размером вроде определилась , если вдруг по факту не подойдет размер , возможна ли замена ? ";simpleTree;"вопросы о сервисе"
"Здравствуйте ! Меня заинтересовал этот товар . можно ли увидеть размерную сетку , чтобы определиться с размером ? ";simpleTree;"более 1 категории"
"Да , спасибо ";simpleTree;общеразговорные
"Добрый вечер , мы отсутствовали в городе , посылку получить не смогли , нельзя ли её повторно отправит ";simpleTree;"более 1 категории"
"Ок ";simpleTree;общеразговорные
"********** * ";simpleTree;другие
"Оплата при получении ";simpleTree;"вопросы о сервисе"
"****** , город ********** , Пермский край , ******** ******* ******** , улица ******** ***** . размер не маломерит ? ";simpleTree;"более 1 категории"
"Давайте блузу и ярко голубые брюки ";simpleTree;"вопросы о товаре"
"Зубками ";simpleTree;другие
"С зубчиками можно , какая цена будет ? ";simpleTree;"вопросы о товаре"
"Мне нужен ** , а какие есть ? ";simpleTree;"вопросы о товаре"
"Ок ";simpleTree;общеразговорные
"Это возможно и сколько стоит ? ";simpleTree;другие
"Да ";simpleTree;общеразговорные
"Здравствуйте ";simpleTree;общеразговорные
"**** ";simpleTree;другие
"? ? ? ";simpleTree;другие
"Вот этот и ещё белый верх ";simpleTree;другие
"Как это можно сделать ? ";simpleTree;другие
"Здравствуйте **** . Хотел заказать мед . одежду ";simpleTree;"вопросы о сервисе"
"https://vk.com/photo-45062169_412539201 https://vk.com/photo-45062169_456240230 Здравствуйте , хочу приобрести костюм и блузу , я так понимаю **** и ткань одна и та же ? ) ";simpleTree;"вопросы о товаре"
"Спасибо ) ";simpleTree;общеразговорные
"Пришли деньги ? ) ";simpleTree;другие
"****** , Город ****** ( Иркутская область ) ****** ****** Индекс ****** ********* ********* ********* ********** * Завтра оплачу . Напишу реквизиты ";simpleTree;"вопросы о сервисе"
"Полностью на резинке ) ";simpleTree;"вопросы о товаре"
"Здравствуйте , цены не изменились ? ) Напишите мне карту ? ";simpleTree;"более 1 категории"
"Вам спасибо ) ";simpleTree;общеразговорные
"Мне халат который за **** его один только , оплачу при получение ) ";simpleTree;другие
"Здравствуйте ! Меня заинтересовал данный товар . ";simpleTree;"вопросы о товаре"
"Да ) ";simpleTree;общеразговорные
"Да ) ";simpleTree;общеразговорные
"Здравствуйте ! Меня заинтересовал данный товар . ";simpleTree;"вопросы о товаре"
"Здравствуйте ! Меня заинтересовал данный товар . ";simpleTree;другие
"Хорошо ) ) ";simpleTree;общеразговорные
"Вам спасибо , сколько дней идти будет ? ";simpleTree;"вопросы о сервисе"
"Да ";simpleTree;общеразговорные
"** размер , город *********** , ****************** , ********* ***** ********** . М ** номер товара , оплата при доставке . Спасибо ) ";simpleTree;другие
"Идёт сколько по времени ? ";simpleTree;"вопросы о сервисе"
"Оплата на почте ? ";simpleTree;"вопросы о сервисе"
"Здравствуйте ! Меня заинтересовал данный товар . ";simpleTree;"более 1 категории"
"Здравствуйте ! Меня заинтересовал данный товар . ";simpleTree;"более 1 категории"
"О давайте один зелёный один ягодный ";simpleTree;"вопросы о товаре"
"Да ";simpleTree;общеразговорные
"Хорошо хорошо не тороплю только не забудьте про меня ! ";simpleTree;общеразговорные
"*** жду ответа ! ";simpleTree;общеразговорные
"Высоковата талия если есть такой же но рост другой хотела бы заказать ";simpleTree;"вопросы о товаре"
"Все померила нормально но можно чуть больше размер так как рост явно на *** а у меня *** ";simpleTree;"вопросы о товаре"
"Писала Юлечка ";simpleTree;другие
"Ой первое слово ошибочно т * ";simpleTree;другие
"Доискался с праздниками вас со всеми ! Пришла посылка ещё не мерила , если будет как раз хочу ещё таких халатов ";simpleTree;другие
"Можете прислать каталог ";simpleTree;"вопросы о сервисе"
"Точно придёт ";simpleTree;"вопросы о сервисе"
"+ ********** * ";simpleTree;другие
"По груди у меня *** ";simpleTree;другие
"Немножко по талии маловат но там же пояс я думаю будет нормально ";simpleTree;другие
"Хорошо годится он соответствует ** размеру он больше чем по вашей табличке которая до ** да ? Я хочу его заказать и если он соответствует размеру то тогда * ";simpleTree;другие
"Жёлтый ";simpleTree;другие
"Мятный ";simpleTree;другие
"Бирюзовый есть ";simpleTree;другие
"М *** ";simpleTree;другие
"Здравствуйте меня интересует халат на запах и *** . Есть ли ** размер и соответствуют ли размеры или он маломерка ";simpleTree;"вопросы о товаре"
"Добрый день ";simpleTree;общеразговорные
"И есть на попе тоже фотографии ";simpleTree;другие
"А на фото какие ? ";simpleTree;другие
"Это сколько ПолучаетсЯ вместе с доставкой ? ";simpleTree;"вопросы о сервисе"
"Они отшиваются по меркам ";simpleTree;"вопросы о товаре"
"А замеры можно ";simpleTree;"вопросы о товаре"
"А оплачивать как ? ";simpleTree;"вопросы о сервисе"
"***** ";simpleTree;другие
"******** ";simpleTree;другие
"? ";simpleTree;другие
"А в ******** отправляете мёд халаты ";simpleTree;"вопросы о сервисе"
"Доброе утро ";simpleTree;общеразговорные
"Обязательно пришлю ";simpleTree;"вопросы о сервисе"
"**** Здравствуйте , посылку получила , возврат отправила . Всё хорошо , блузой очень довольна . Спасибо Вам огромное ! ";simpleTree;"более 1 категории"
"Возможно . Спасибо вам . ";simpleTree;общеразговорные
"Спасибо . Я думала они позвонят . Завтра пойду получать . ";simpleTree;"более 1 категории"
"Здравствуйте , извините , хочу уточнить-вы уже отправили мне посылку ? ";simpleTree;"более 1 категории"
"Спасибо ! ";simpleTree;общеразговорные
"Льва ******** * ";simpleTree;другие
"Спасибо ) ) ";simpleTree;общеразговорные
"Номер телефона ********** * ";simpleTree;другие
"Оплачу на почте ";simpleTree;другие
"*********** ***** ************ ";simpleTree;другие
"Хорошо ) ) ";simpleTree;общеразговорные
"Хорошо ) ";simpleTree;общеразговорные
"Брюки же заужены ? ) ";simpleTree;"вопросы о товаре"
"Легкая сильно просвечивает ? ";simpleTree;"вопросы о товаре"
"Спасибо . ";simpleTree;общеразговорные
"Спасибо за понимание и подсказки . С наступающим праздником ! ! ! ";simpleTree;общеразговорные
"Почтой оплата при получении . ";simpleTree;другие
"****** Забайкальский край шилкинский район г ***** ул ******** д ** ********* ****** ********* ********** * ";simpleTree;другие
"Как оплата и доставка ? ";simpleTree;"вопросы о сервисе"
"И что с ростовкой пошьют на *** ? ";simpleTree;"вопросы о сервисе"
"Ага ясно . А ткань сатори ? ";simpleTree;"вопросы о товаре"
"На параметры ог98 от80 об104 наверное ** да ? ";simpleTree;другие
"А хочется больше первый . ";simpleTree;"вопросы о товаре"
"Не могу определиться с моделью . Может подскажите какая сидит лучше на невысоких девушках вот эта или первая ? ";simpleTree;"вопросы о товаре"
"Ясно а такого цвета нет ? ";simpleTree;"вопросы о товаре"
"Нет вот этот **** . ";simpleTree;"вопросы о сервисе"
"Как оплата и доставка ? К новому году скидок нет ? ";simpleTree;"вопросы о сервисе"
"Баклажан наверное . Там на фотоотзывах есть такой . Ну или ***** . Что нибудь такое . А на рост *** нет . Я заказывала комбинезон через сайт мне на *** отшивали . ";simpleTree;"вопросы о товаре"
"Здравствуйте можно ли модель халата *** заказать в другом ***** ? И на какой минимальный рост ? ";simpleTree;"вопросы о товаре"
"Здравствуйте ! Как можно у Вас сделать заказ на мед . одежду и как долго будет идти ? ";simpleTree;"более 1 категории"
"Нет , вот я вам и написала ";simpleTree;общеразговорные
"Я не получала извещения ( ( , ходила к ящику почтовому каждый день . Спасибозаедук ним номер покажу ";simpleTree;"более 1 категории"
"Здравствуйте , а посылки нет ( возможно из-за новогодних выходных ? ";simpleTree;"более 1 категории"
"Извините , хорошо что увидела ";simpleTree;общеразговорные
"Ух у меня ошибка , брюки ** размер ";simpleTree;"вопросы о товаре"
"Буду ждать ";simpleTree;общеразговорные
"Оплата при получении на почте ";simpleTree;"вопросы о сервисе"
"А качество ткани ? плотная ? брюки понятно а блуза ? мне брюки белые м530 - размер ** , блуза розовая м272 - размер ** . г . ************ ****** , ул С . *********** , дом *** , кв . ** . Ганус Виктория ********** ";simpleTree;"более 1 категории"
"Брюки которые меня интересую сильно тянутся ( ткань написана стретч ) ";simpleTree;"вопросы о товаре"
"Если , вдруг , размер не подошёл , возможен обмен ? ";simpleTree;"вопросы о сервисе"
"Здравствуйте , у меня вопросы по поводу медицинской одежды Цветоформа : где посмотреть размеры , как оформить заказ , как долго идёт посылка в г ************ , как оплачивать . Интересуют : брюки белые м530 , блуза розовая м272 ";simpleTree;"более 1 категории"
"Здравствуйте ! Меня заинтересовал данный товар . ";simpleTree;"более 1 категории"
"*** , посылку получила , все подошло , понравилось ... спасибо . ";simpleTree;"более 1 категории"
"При получении ... ";simpleTree;"вопросы о сервисе"
"********** * . ***** ";simpleTree;другие
"У вас адресс остался ? ";simpleTree;"вопросы о сервисе"
"Ну , я в общем определилась .. возьму бабочек и вторую все же , тоже цветную ... с зубами . https://m.vk.com/photo1173281_456246653?list=mail35202 обе эти на ** р ";simpleTree;"вопросы о товаре"
"Может темно синий есть ? ";simpleTree;"вопросы о товаре"
"Ой , нет , такая модель ( с акцентом на талию ) мне не пойдёт . ... ";simpleTree;"вопросы о товаре"
"Я бы тогда голубую заказала на ** и вот эту с бабочками р48 ... ";simpleTree;"вопросы о товаре"
"Она плотная ведь , ткань ? ";simpleTree;"вопросы о товаре"
"Вот с бабочками шикарная ... цена ? ";simpleTree;"вопросы о товаре"
"и цена , только блузы ? р ** . ";simpleTree;"вопросы о товаре"
"и есть ли эта , еще в наличии ? р48 ";simpleTree;"вопросы о товаре"
"*** добрый вечер , а можно заказать только блузу такого такого цвета ? ";simpleTree;"более 1 категории"
"*** , добрый день , посылку забрала , спасибо ... все идеально подошло ... ";simpleTree;"более 1 категории"
"Очень уж долго шла посылка , я рассчитывала , что получу до отьезда ... и костюм очень нужен ... ";simpleTree;"вопросы о сервисе"
"Да , я вкурсе , меня просто нет в городе , а мужу не отдали ... ( ходил на почту ) ... ";simpleTree;"вопросы о сервисе"
"*** , добрый вечер ... я уехала , на две ****** ... по приезду заберу ... ( в понедельник ) ";simpleTree;"более 1 категории"
"Ни чего себе ... и такое бывает ? Как получу сразу отпишусь ... спасибо . ";simpleTree;"более 1 категории"
"Ок . нашла ... только * ноября отправили ? ? ? Так конечно нет ещё ... я ещё жду с середины октября ... ";simpleTree;"вопросы о сервисе"
"Не нашёлся мой трек код .. ? ";simpleTree;"вопросы о сервисе"
"*** , добрый день , ... посылка так и не пришла нам ( уже ** дней прошло ) ... трек нам не скинили .. ";simpleTree;"более 1 категории"
"*** , добрый вечер , вы мне трек кините , как отправите ... ? ";simpleTree;"более 1 категории"
"слоники ( штаны темно ***** ) + белая ( лекая ) ";simpleTree;"вопросы о товаре"
"********* ***** ************* . ";simpleTree;другие
"ок . давайте при получении ... ****** **** г . ********** . Приморское шоссе дом *** кв ** ";simpleTree;"вопросы о сервисе"
"ок . а как с оплатой ? наложным ? ";simpleTree;"вопросы о сервисе"
"Здравствуйте ! Меня заинтересовал данный товар . Доставка по ****** есть ? ";simpleTree;"более 1 категории"
"Приветствую ! Что-то пишут нам , что не отвечает людям никто ";simpleTree;другие
"Здравствуйте , **** ! А не планируется ли каких-нибудь акций в честь нового года ? ";simpleTree;другие
"и люди что-то жалуются что им никто не пишет ";simpleTree;другие
"спасибо ";simpleTree;общеразговорные
"Здравствуйте , **** ! Давайте ещё раз сменим номер карты , вот новый **** **** ********* ";simpleTree;другие
"Добрый вечер , **** ! На карту , которую я высылал ранее , не нужно ничего переводить . Новый номер **** **** **** **** ";simpleTree;другие
"**** , здравствуйте ! Что-то снова люди жалуются , что нет дальнейшей обратной связи . ";simpleTree;другие
"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет . ";simpleTree;другие
"Замечательно , ух , сколько много стало ! ";simpleTree;другие
"ну мы же тоже заинтересованы чтоб люди писали , иначе какой смысл ) ) ";simpleTree;другие
"может быть придумают какие-то сторониие сервисы для товаров вк , штатный функционал всёж весьма беден , особенно в мобильном приложении ";simpleTree;другие
"неа ";simpleTree;общеразговорные
"жалко , что перемешивание не отображается в мобильном приложении , я писал в поддержку , к сведению приняли , но внедрят или нет не известно ";simpleTree;другие
"Товары перемешиваются специльно иногда , после этого обычно начинают писать больше ) ) ) ";simpleTree;другие
"готово ";simpleTree;общеразговорные
"ок , давайте сделаю ";simpleTree;другие
"Добрый день ! А что за изменения вы хотите внести , можно пример ? ";simpleTree;другие
"А с понедельника работаете в прежнем режиме ? ";simpleTree;"вопросы о сервисе"
"Понятно , некоторые прям ругаются реально ) ) ) ";simpleTree;другие
"Здравствуйте , **** ! Что-то сильно ругаются люди в личку сообществу , говорят , вы им ничего не пишите ... ";simpleTree;другие
"Добрый день . Цены заменил , а последние это новые модели или что ? ";simpleTree;другие
"Здравствуйте . То , что вы несколько дней не отвечаете покупателям , это особый маркетинговый ход ? Не знаю , насколько это эффективно в плане продаж , но они жалуются на это . ";simpleTree;общеразговорные
"Спасибо ! ! ! ";simpleTree;общеразговорные
"Добрый вечер ! С Новым годом ! Хотела спросить , халат отправлен ? ) ) мне его ждать ? Оплата при получении ? ";simpleTree;"вопросы о сервисе"
"Да , пусть ** . Лучше подобрать , где не сядет , чем над узким слезы лить ) ) ) ";simpleTree;другие
"****** *** . Номер телефона ********** * ";simpleTree;другие
"** размера ";simpleTree;другие
"Можно мне только халат ";simpleTree;другие
"Простите , надеюсь , не опоздала ( ( ";simpleTree;другие
"Да и комбез без шнурка мне ) ) ) ";simpleTree;"вопросы о товаре"
"Если с размерами все будет хорошо , то я буду вашим постоянным заказчиком ";simpleTree;"вопросы о товаре"
"**** , Шурышкарский район , с . Мужи , ул . Уральская , *** , кв ** . ****** . ********* ******** ************* . ";simpleTree;"вопросы о сервисе"
"Хорошо . Тогда мне * ) халат ** размера , * ) комбез **** размера ( не маломерят ? Или размер в размер идёт одежда « цветоформы » ? ";simpleTree;"вопросы о товаре"
"Чёрный есть комбез ? ) ) ) ***** размера ";simpleTree;"вопросы о товаре"
"Добрый день ! ";simpleTree;общеразговорные
"А комбенизоны ещё есть ? ";simpleTree;"вопросы о товаре"
"Добрый вечер ! Можно заказать такой халат ***** размера ? ";simpleTree;"более 1 категории"
"Здравствуйте . Заказывала ** декабря халат и брюки , в тот же день перевела деньги на карту сбербенка , но посылки до сих пор нет . Скажите , отправляли ли вы посылку на имя ****** *** ********** ? ";simpleTree;"более 1 категории"
"Завтра отправите ? ";simpleTree;"вопросы о сервисе"
"В течение часа отправлю ";simpleTree;"вопросы о сервисе"
"Когда сможете отправить ? ";simpleTree;"вопросы о сервисе"
"Хорошо ";simpleTree;общеразговорные
"Хочу черную , ТОЛЬКО ТОНКОЙ ТКАНИ ! ";simpleTree;"вопросы о товаре"
"И скажите пожалуйста какая ткань плотная или тонкая ? ";simpleTree;"вопросы о товаре"
"А серый ? ";simpleTree;"вопросы о товаре"
"Здравствуйте ! Да ** ";simpleTree;общеразговорные
"Юляяя ! ";simpleTree;другие
"Здравствуйте , мне нужна модель м271 . Какие есть цвета ? И как она смотрится на рост *** ? ";simpleTree;"более 1 категории"
"**** ";simpleTree;другие
"отправила ";simpleTree;другие
"ок ";simpleTree;общеразговорные
"или можно еще вам деньги на карту перевести ? ";simpleTree;"вопросы о сервисе"
"отправили ? ";simpleTree;"вопросы о сервисе"
"вы мне уже выслали ? ";simpleTree;"вопросы о сервисе"
"вы мне сумму так и написали ? ";simpleTree;"вопросы о сервисе"
"да ";simpleTree;общеразговорные
"блин , я уже сфотала ";simpleTree;другие
"я могу вам сейчас точно сказать в сантиметрах сколько от пояса ";simpleTree;"вопросы о товаре"
"*** ";simpleTree;другие
"а можно брюки под рост мой ? ";simpleTree;"вопросы о товаре"
"переведу в течении дня сегодня . какая сумма ? ";simpleTree;"более 1 категории"
"Полити ***** ******** , все остальное то же ";simpleTree;другие
"да точно . ! ";simpleTree;общеразговорные
"Хочу , мне кажется у такие же синие ";simpleTree;"вопросы о товаре"
"Ок . Спасибо ";simpleTree;общеразговорные
"Оплата на карту . Республика **** , г . ****** , ул . ****** **** - ** индекс ****** . Дубовик ********* ************* . Тел . * *** ** ** *** ";simpleTree;"вопросы о сервисе"
"Длина брюк по внутреннему . шву ** см ";simpleTree;"вопросы о товаре"
"В таком случае я бы хотела заказать блузу м26 черную из плотной ткани https://vk.com/photo-45062169_456240918 , комбинезон https://vk.com/photo-45062169_456239879 и брюки м *** из плотной ткани , **** лайм https://vk.com/photo-45062169_456240394 ";simpleTree;"вопросы о товаре"
"Супер ! А от меня требуются мерки на пошив или длина стандартная ? ";simpleTree;"более 1 категории"
"**** , добрый день . Я хотела бы оставить заказ , но у меня есть **** вопросов . * . длина брюк ** размера подойдет на рост *** ? * . возможно ли заказать брюки М *** фисташкового цвета из плотной ткани ? Спасибо ";simpleTree;"более 1 категории"
"*********** коммунистическая ** телефон тот же ";simpleTree;"вопросы о сервисе"
"Хорошо спасибо большое буду ждать ";simpleTree;"более 1 категории"
"Дешевле почтой или СДЭКом ";simpleTree;"вопросы о сервисе"
"Здравствуйте да можно оплатить при доставки ";simpleTree;"более 1 категории"
"Здравствуйте , Извините , платье тоже ** и если можно налож . платежом . Спасибо ";simpleTree;"более 1 категории"
"И платье белое размер ** ";simpleTree;"вопросы о товаре"
"Здравствуйте , посылку получила . Большое спасибо . О о о чень красиво ! И качественно . Спасибо Поздравляю с Новым годом примите Пожалуйста еще заказ . Ткань плотная сатори р ** ";simpleTree;"более 1 категории"
"Спасибо хорошо ";simpleTree;общеразговорные
"Здравствуйте , сколько стоит такой костюм , можно ли фото на ком нибудь . ";simpleTree;"более 1 категории"
"Здравствуйте я оплатила **** на карту но только чз кассу сказали перевод будет до ** суток ";simpleTree;"более 1 категории"
"Здравствуйте я на карту перевела **** ";simpleTree;"более 1 категории"
